target_id	V3	V4	V5	V6	V7	V8	num_aggregated_transcripts	sum_mean_obs_counts	pval	qval	log2FC	TPMa	TPMb	ensembl_id	gene_name	biotype	description2
2130	ENSG00000164237.9	CMBL	CMBL-201	5	 10277595	 10307902	-	2	6.42229418507159	0.000327307354071577	0.00454353707926547	-2.11678732964327	6.14946165408865	1.7903093028812	ENSG00000164237	CMBL	protein_coding	carboxymethylenebutenolidase homolog 
2142	ENSG00000108691.10	CCL2	CCL2-201	17	 34255285	 34257203	+	1	1.82767913732321	0.000332064203944055	0.00458488647855285	-8.88396782933331	7.58005069335083	0	ENSG00000108691	CCL2	protein_coding	C-C motif chemokine ligand 2 
2145	ENSG00000213886.4	UBD	UBD-203	6	 29555515	 29559732	-	1	5.68080538493065	0.000335553025729018	0.00461452520982545	2.77817447827436	7.25216636189958	55.5991230338345	ENSG00000213886	UBD	protein_coding	ubiquitin D 
2149	ENSG00000290409.1	NCOR1P1	NCOR1P1-202	20	 26103416	 26114028	-	1	1.80757175022466	0.00033927718086875	0.00464888140305628	8.69054615030342	0	20.9287427813408	ENSG00000290409	NCOR1P1	lncRNA	NCOR1 pseudogene 1 
2153	ENSG00000048052.24	HDAC9	HDAC9-202	7	 18495746	 18668843	+	2	6.03342403225611	0.000339403499757744	0.00464888140305628	2.52359190665831	2.19416805623219	10.489996154614	ENSG00000048052	HDAC9	protein_coding	histone deacetylase 9 
2156	ENSG00000178965.14	ERICH3	ERICH3-203	1	 74568117	 74579763	-	1	5.78338651088627	0.000346131638769997	0.00471654922587665	-2.72896634894442	11.7421615311517	1.43065711189287	ENSG00000178965	ERICH3	protein_coding	glutamate rich 3 
2158	ENSG00000254709.8	IGLL5	IGLL5-201	22	 22887816	 22896111	+	2	9.28751110657857	0.000345692799766871	0.00471654922587665	-1.51229646292821	28.7148103509307	6.6582096369474	ENSG00000254709	IGLL5	protein_coding	immunoglobulin lambda like polypeptide 5 
2161	ENSG00000287329.1			9	 65385649	 65396372	+	1	3.30019248073014	0.000346904394697704	0.0047202795869553	6.26438635380902	0.208779115465322	20.0825585974597	ENSG00000287329		lncRNA	novel transcript
2166	ENSG00000162636.16	FAM102B	FAM102B-201	1	108560100	108639322	+	1	5.98315527229729	0.000351597944808812	0.0047619647356912	1.02891386248807	3.1374847643109	6.9166696074432	ENSG00000162636	FAM102B	protein_coding	family with sequence similarity 102 member B 
2167	ENSG00000273558.1			14	 19637225	 19641306	+	1	1.80560444627853	0.000351814730327389	0.0047619647356912	8.67607075068465	0	2.38627383952933	ENSG00000273558		lncRNA	novel transcript
2170	ENSG00000144476.6	ACKR3	ACKR3-201	2	236569825	236582354	+	1	6.42070416972092	0.000353131919363258	0.00477289262186	1.33935502822701	14.0770566690667	41.3281499364073	ENSG00000144476	ACKR3	protein_coding	atypical chemokine receptor 3 
2176	ENSG00000111058.8	ACSS3	ACSS3-201	12	 81078057	 81255466	+	1	1.79686704526658	0.00036359559048099	0.00489572443893072	2.14010078382118	0.854499065988859	4.03285230314834	ENSG00000111058	ACSS3	protein_coding	acyl-CoA synthetase short chain family member 3 
2177	ENSG00000163687.14	DNASE1L3	DNASE1L3-201	3	 58192257	 58210972	-	4	16.9525228286186	0.000365509435113224	0.00491507733214836	-1.46008392950134	51.7041900953261	18.6996662179288	ENSG00000163687	DNASE1L3	protein_coding	deoxyribonuclease 1 like 3 
2181	ENSG00000136161.13	RCBTB2	RCBTB2-201	13	 48488963	 48533080	-	2	7.7765300421483	0.000366299551498725	0.00491928850801804	-1.55203822749933	17.119899236504	6.86772490595773	ENSG00000136161	RCBTB2	protein_coding	RCC1 and BTB domain containing protein 2 
2199	ENSG00000133424.22	LARGE1	LARGE1-201	22	 33273077	 33920421	-	1	6.51425517718481	0.000370235086208628	0.00492638244922172	1.45610447629368	10.2282868375822	29.062685363732	ENSG00000133424	LARGE1	protein_coding	LARGE xylosyl- and glucuronyltransferase 1 
2200	ENSG00000258265.1			14	 18944199	 18945139	+	1	1.77431334240158	0.0003742756458101	0.00496818405519353	8.59512802621318	0	19.7363034721145	ENSG00000258265		lncRNA	novel transcript
2201	ENSG00000197629.6	MPEG1	MPEG1-201	11	 59208510	 59212927	-	1	3.46584842120807	0.00037781345047287	0.00500869913647453	-6.55708304991346	5.44635977197831	0.0493866150259189	ENSG00000197629	MPEG1	protein_coding	macrophage expressed 1 
2205	ENSG00000081026.19	MAGI3	MAGI3-201	1	113390515	113685923	+	2	6.26804058312295	0.000381374175288723	0.00504030791896411	3.35123106103768	0.476031499505802	5.03945483967528	ENSG00000081026	MAGI3	protein_coding	membrane associated guanylate kinase, WW and PDZ domain containing 3 
2209	ENSG00000107771.17	CCSER2	CCSER2-202	10	 84328586	 84374005	+	2	10.1473444810849	0.000383446783633678	0.00504447720203795	1.0428575490825	6.03462430207879	13.2131293928422	ENSG00000107771	CCSER2	protein_coding	coiled-coil serine rich protein 2 
2224	ENSG00000140511.12	HAPLN3	HAPLN3-201	15	 88877294	 88895544	-	3	14.7470184134069	0.000397319828812556	0.00520045268321409	1.20848494177185	12.1784851460483	32.4518232124548	ENSG00000140511	HAPLN3	protein_coding	hyaluronan and proteoglycan link protein 3 
2231	ENSG00000169442.9	CD52	CD52-201	1	 26317958	 26320523	+	1	6.27573231558207	0.000402844531087767	0.00525165404491321	-1.65334207102212	192.334074586982	61.0252119347458	ENSG00000169442	CD52	protein_coding	CD52 molecule 
2232	ENSG00000166211.8	SPIC	SPIC-201	12	101475336	101486997	+	1	2.78448485275045	0.000403268373431381	0.00525165404491321	6.67706819114096	0.10738974609015	11.052601385231	ENSG00000166211	SPIC	protein_coding	Spi-C transcription factor 
2233	ENSG00000148123.15	PLPPR1	PLPPR1-202	9	101185035	101325131	+	1	2.81086850322643	0.000406358248324493	0.00528521938615236	4.91543530813818	0.189618888966537	8.09190979077826	ENSG00000148123	PLPPR1	protein_coding	phospholipid phosphatase related 1 
2234	ENSG00000163121.10	NEURL3	NEURL3-204	2	 96497646	 96505357	-	1	4.9419316918645	0.000406964492140795	0.00528643799992463	1.11152461870191	5.87086731713723	13.0909702844323	ENSG00000163121	NEURL3	protein_coding	neuralized E3 ubiquitin protein ligase 3 
2235	ENSG00000172264.19	MACROD2	MACROD2-202	20	 15196858	 16053197	+	1	4.36481767639177	0.000408595232936565	0.0053009449465506	-1.34124390183159	6.48210794205344	2.50326989824083	ENSG00000172264	MACROD2	protein_coding	mono-ADP ribosylhydrolase 2 
2236	ENSG00000287671.1			17	 21448365	 21451080	+	1	2.34201699946532	0.000416506514179176	0.00539679420508043	6.75513800230793	0.0289539661581094	5.18865012318061	ENSG00000287671		lncRNA	novel transcript
2238	ENSG00000122986.14	HVCN1	HVCN1-201	12	110648686	110689115	-	4	15.8342730985747	0.00041830878167604	0.00539979571239884	-1.20118941453418	61.576180476267	26.4955057622394	ENSG00000122986	HVCN1	protein_coding	hydrogen voltage gated channel 1 
2242	ENSG00000157827.20	FMNL2	FMNL2-201	2	152335174	152649826	+	1	5.4296414407406	0.000417793917758891	0.00539979571239884	5.75386231736649	0.347001450229488	22.2330347037255	ENSG00000157827	FMNL2	protein_coding	formin like 2 
2243	ENSG00000259560.2			15	 87432058	 87703852	-	2	3.47276264208476	0.000421051350902664	0.00542144220112277	5.05705943547251	0.222636217962419	7.09089310610052	ENSG00000259560		lncRNA	novel transcript
2252	ENSG00000139832.5	RAB20	RAB20-201	13	110523066	110561722	-	1	5.41547842530625	0.000426069481874115	0.00545672748861793	-1.42119920287199	18.4649645068698	6.42137035865556	ENSG00000139832	RAB20	protein_coding	RAB20, member RAS oncogene family 
2256	ENSG00000173281.5	PPP1R3B	PPP1R3B-201	8	  9136255	  9150658	-	1	4.71268525291299	0.000425349862603831	0.00545672748861793	2.04260608869991	0.774325968022968	2.94212433341544	ENSG00000173281	PPP1R3B	protein_coding	protein phosphatase 1 regulatory subunit 3B 
2264	ENSG00000175183.10	CSRP2	CSRP2-201	12	 76858709	 76879019	-	1	4.00103350585798	0.000430570318458973	0.00549616616904189	2.39392960908244	2.83961518194917	15.0934660355942	ENSG00000175183	CSRP2	protein_coding	cysteine and glycine rich protein 2 
2266	ENSG00000110987.9	BCL7A	BCL7A-201	12	122021884	122062044	+	1	5.86939736918222	0.000433267193779919	0.00550628811244597	-1.37073827199855	13.7361864557584	5.46831454219196	ENSG00000110987	BCL7A	protein_coding	BAF chromatin remodeling complex subunit BCL7A 
2276	ENSG00000260289.2			16	  7879487	  8112756	-	2	3.63146521581603	0.000439075692388211	0.00556342345367569	4.95922471325694	0.142997075910721	5.021605187263	ENSG00000260289		lncRNA	novel transcript
2278	ENSG00000143333.7	RGS16	RGS16-201	1	182598623	182604389	-	1	6.92900253816838	0.000440803081986745	0.00557845765351078	1.37563043659147	18.124636407048	45.1718272781964	ENSG00000143333	RGS16	protein_coding	regulator of G protein signaling 16 
2279	ENSG00000176406.25	RIMS2	RIMS2-212	8	104223364	104251820	+	1	1.72372458278949	0.000441669779205855	0.00558257610628577	-3.9230434203117	6.27459816908645	0.118674921699828	ENSG00000176406	RIMS2	protein_coding	regulating synaptic membrane exocytosis 2 
2285	ENSG00000154864.14	PIEZO2	PIEZO2-216	18	 10670247	 11149569	-	1	5.48040152917159	0.000456392857376647	0.00572656439292304	2.68057880979516	2.05757601325381	15.2526131188883	ENSG00000154864	PIEZO2	protein_coding	piezo type mechanosensitive ion channel component 2 
2304	ENSG00000177606.8	JUN	JUN-201	1	 58780791	 58784047	-	2	9.00176547038271	0.000467906985587614	0.00582849353786311	2.2182988051534	1.71536177381348	9.09240280154149	ENSG00000177606	JUN	protein_coding	Jun proto-oncogene, AP-1 transcription factor subunit 
2306	ENSG00000068831.19	RASGRP2	RASGRP2-207	11	 64726911	 64744834	-	2	9.49694149713905	0.000468979380093362	0.00583480497742212	1.15712245423564	10.1757456276694	23.3782547560872	ENSG00000068831	RASGRP2	protein_coding	RAS guanyl releasing protein 2 
2313	ENSG00000066923.18	STAG3	STAG3-209	7	100205357	100221488	+	2	10.4166467378195	0.00047804618881946	0.005926163932072	1.05632469370981	24.7489343607821	48.1605913973049	ENSG00000066923	STAG3	protein_coding	stromal antigen 3 
2316	ENSG00000166592.12	RRAD	RRAD-201	16	 66921685	 66925535	-	1	5.36719873489116	0.000479902730429481	0.00593491218423222	1.20505243394036	8.42348703748349	18.9298030931837	ENSG00000166592	RRAD	protein_coding	RRAD, Ras related glycolysis inhibitor and calcium channel regulator 
2324	ENSG00000276070.5	CCL4L2	CCL4L2-212	17	 36210924	 36212878	+	4	12.5498423957197	0.000488002911892566	0.00601345523686968	-1.833867635851	44.5627510101662	17.6112071003812	ENSG00000276070	CCL4L2	protein_coding	C-C motif chemokine ligand 4 like 2 
2328	ENSG00000275302.2	CCL4	CCL4-201	17	 36103841	 36105614	+	3	14.177342346059	0.000493841004852208	0.00607813379957718	-1.27208239034238	369.90141941667	200.723858414701	ENSG00000275302	CCL4	protein_coding	C-C motif chemokine ligand 4 
2359	ENSG00000198796.7	ALPK2	ALPK2-201	18	 58481247	 58629091	-	2	10.893196213444	0.000506722666177316	0.00618501488633472	1.39354348885385	4.675303061092	14.2731914889272	ENSG00000198796	ALPK2	protein_coding	alpha kinase 2 
2376	ENSG00000167613.16	LAIR1	LAIR1-201	19	 54354675	 54364865	-	2	6.09795628393427	0.000521071974928737	0.00631531885947707	-2.6361958627374	20.0195566071732	3.25515858395681	ENSG00000167613	LAIR1	protein_coding	leukocyte associated immunoglobulin like receptor 1 
2380	ENSG00000101298.15	SNPH	SNPH-202	20	  1266316	  1309328	+	1	3.07324859082568	0.000522806590737693	0.0063219579186732	5.95812097941204	0.0625155904855367	4.93940454995925	ENSG00000101298	SNPH	protein_coding	syntaphilin 
2381	ENSG00000119686.10	FLVCR2	FLVCR2-201	14	 75578620	 75648167	+	1	4.81432160300208	0.000524417348817082	0.00633353692704845	2.15275397668887	1.65503618900889	5.99908797936132	ENSG00000119686	FLVCR2	protein_coding	FLVCR heme transporter 2 
2384	ENSG00000146592.17	CREB5	CREB5-201	7	 28412518	 28825894	+	3	13.2337975113138	0.000529513909053792	0.00638014773128599	-1.08995761399424	34.1949569096445	18.6699599108819	ENSG00000146592	CREB5	protein_coding	cAMP responsive element binding protein 5 
2397	ENSG00000089127.15	OAS1	OAS1-201	12	112906962	112919903	+	5	21.3444645043838	0.000541975389262823	0.0064923741752111	-1.54215301179665	50.782605061668	17.5636089516691	ENSG00000089127	OAS1	protein_coding	2'-5'-oligoadenylate synthetase 1 
2406	ENSG00000260958.3			16	 35207884	 35244710	+	1	1.63953451250841	0.000543438194439167	0.00649770642798903	8.51116146396853	0	6.17446468188036	ENSG00000260958		lncRNA	novel transcript
2407	ENSG00000153904.21	DDAH1	DDAH1-201	1	 85318485	 85465159	-	1	5.92638804285686	0.000548105807155625	0.00654301307292027	-1.05262486922949	9.59779046240616	4.43247504997142	ENSG00000153904	DDAH1	protein_coding	dimethylarginine dimethylaminohydrolase 1 
2419	ENSG00000163898.10	LIPH	LIPH-201	3	185506262	185552588	-	2	8.61760270104152	0.000568778344186297	0.00673522369912453	-1.32727369038661	11.668402724343	4.85311617973992	ENSG00000163898	LIPH	protein_coding	lipase H 
2424	ENSG00000255330.9			6	127444039	127476064	-	1	5.43293609009199	0.00057275975561056	0.00676048236924899	1.00959939705251	3.76295967967641	7.90699402640084	ENSG00000255330		protein_coding	novel  protein
2451	ENSG00000164458.10	TBXT	TBXT-203	6	166157656	166167851	-	2	6.1217850717415	0.000586461373884683	0.00684249164055048	-2.74793702253876	7.13950031009432	0.974782091988754	ENSG00000164458	TBXT	protein_coding	T-box transcription factor T 
2453	ENSG00000122862.5	SRGN	SRGN-201	10	 69088103	 69104805	+	2	14.1441558445483	0.000588649750942953	0.00686026387709109	1.1406444946173	470.803212177642	1050.63763537905	ENSG00000122862	SRGN	protein_coding	serglycin 
2455	ENSG00000230294.4	LINC02370	LINC02370-201	12	131347470	131367555	+	1	1.73078862603356	0.000593566863691738	0.00689616311582495	8.83778839988061	0	2.594040992872	ENSG00000230294	LINC02370	lncRNA	long intergenic non-protein coding RNA 2370 
2484	ENSG00000111186.13	WNT5B	WNT5B-201	12	  1617056	  1647211	+	1	5.26630047409764	0.000614255476295648	0.00706291079432922	1.03489605736926	6.87967477453773	13.1113517906839	ENSG00000111186	WNT5B	protein_coding	Wnt family member 5B 
2494	ENSG00000131015.5	ULBP2	ULBP2-201	6	149942014	149949235	+	1	3.43603734285353	0.000622242421757635	0.00712298372697919	3.78844559294321	0.3727449114053	5.81009760465967	ENSG00000131015	ULBP2	protein_coding	UL16 binding protein 2 
2499	ENSG00000176533.13	GNG7	GNG7-201	19	  2511219	  2702694	-	1	4.0080482111764	0.000624473378550677	0.00713268928723332	-2.29318392656124	3.9539154210643	0.470401728223852	ENSG00000176533	GNG7	protein_coding	G protein subunit gamma 7 
2523	ENSG00000122223.13	CD244	CD244-203	1	160830160	160862887	-	1	2.76566657266292	0.000638587740343617	0.00724575792508698	6.01427273332977	0.0799753625133225	4.80291701620631	ENSG00000122223	CD244	protein_coding	CD244 molecule 
2540	ENSG00000203877.9	RIPPLY2	RIPPLY2-201	6	 83853592	 83857515	+	1	3.81788587676255	0.000654960288601285	0.00738279826954498	2.84948636453356	3.18159593464537	24.3415817657918	ENSG00000203877	RIPPLY2	protein_coding	ripply transcriptional repressor 2 
2559	ENSG00000188906.17	LRRK2	LRRK2-201	12	 40224997	 40369285	+	2	7.46604112367415	0.000660329677697374	0.00741899814354109	-3.50554896351933	10.4988646020508	0.995875646892386	ENSG00000188906	LRRK2	protein_coding	leucine rich repeat kinase 2 
2561	ENSG00000287320.1			4	 34140598	 34180729	-	1	2.15009649084135	0.000664320346173547	0.00745571278610877	7.05629029829045	0	2.5201115757187	ENSG00000287320		lncRNA	novel transcript
2562	ENSG00000171540.8	OTP	OTP-201	5	 77628712	 77638713	-	1	5.78465249494206	0.000667557717777924	0.00747577665707005	1.15978535612396	5.50329864377232	13.2711799785618	ENSG00000171540	OTP	protein_coding	orthopedia homeobox 
2563	ENSG00000155962.13	CLIC2	CLIC2-201	X	155279206	155334657	-	2	7.35119044348887	0.0006669846490462	0.00747577665707005	2.36292680290891	3.00235353742173	16.5643417372384	ENSG00000155962	CLIC2	protein_coding	chloride intracellular channel 2 
2565	ENSG00000134955.12	SLC37A2	SLC37A2-203	11	125063305	125090516	+	1	4.52197410751724	0.000675313518826909	0.00754761543215497	-2.87823451328228	6.38403098818606	0.848166576076581	ENSG00000134955	SLC37A2	protein_coding	solute carrier family 37 member 2 
2571	ENSG00000120913.24	PDLIM2	PDLIM2-204	8	 22579130	 22594298	+	3	12.0185296162533	0.000678521137174958	0.00756569406359191	1.04524081065207	15.2375110537839	29.9165236769649	ENSG00000120913	PDLIM2	protein_coding	PDZ and LIM domain 2 
2581	ENSG00000261319.1	LINC02152	LINC02152-201	16	  8298492	  8299772	+	1	1.56955713845284	0.000684108662874252	0.00761153910343586	8.01272895528922	0	2.4901092828702	ENSG00000261319	LINC02152	lncRNA	long intergenic non-protein coding RNA 2152 
2582	ENSG00000164120.14	HPGD	HPGD-202	4	174490175	174522488	-	1	1.76655133475479	0.000686593281821338	0.00761454097710245	10.0094099024941	0	9.6475721264204	ENSG00000164120	HPGD	protein_coding	15-hydroxyprostaglandin dehydrogenase 
2584	ENSG00000152785.8	BMP3	BMP3-201	4	 81030708	 81057627	+	1	3.98816032005917	0.000685852401400252	0.00761454097710245	-6.6961479102272	7.08935779738842	0.0995136105787724	ENSG00000152785	BMP3	protein_coding	bone morphogenetic protein 3 
2585	ENSG00000050327.15	ARHGEF5	ARHGEF5-201	7	144355402	144380632	+	1	4.92099286073786	0.00068646404809067	0.00761454097710245	-1.97261719026409	5.31371895698315	1.41570342730441	ENSG00000050327	ARHGEF5	protein_coding	Rho guanine nucleotide exchange factor 5 
2593	ENSG00000232878.3	DPYD-AS1	DPYD-AS1-201	1	 97095923	 97322955	+	3	10.8463209173601	0.000716169608303498	0.0079000784385479	1.76474742817442	14.0724411153075	53.1247581713395	ENSG00000232878	DPYD-AS1	lncRNA	DPYD antisense RNA 1 
2596	ENSG00000153885.15	KCTD15	KCTD15-213	19	 33796870	 33815761	+	1	2.46907018663387	0.000728134996050796	0.00801660946597861	-3.74396830861932	7.54409617021474	0.850421622955321	ENSG00000153885	KCTD15	protein_coding	potassium channel tetramerization domain containing 15 
2620	ENSG00000128578.10	STRIP2	STRIP2-201	7	129434432	129488399	+	1	5.26088870811958	0.000738430213797522	0.00806797587405471	1.30418207150164	2.63458987004764	6.16418390197058	ENSG00000128578	STRIP2	protein_coding	striatin interacting protein 2 
2621	ENSG00000224559.2	LINC01087	LINC01087-201	2	131637025	131649615	+	1	3.47638898233344	0.000744805294507201	0.00812901778576431	3.76019884390707	0.111659818346747	2.40383614272897	ENSG00000224559	LINC01087	lncRNA	long intergenic non-protein coding RNA 1087 
2622	ENSG00000164949.8	GEM	GEM-201	8	 94249253	 94262319	-	1	4.18996804183586	0.00074810709199104	0.00815642341098899	3.15764274069395	0.893344822809545	6.84910847489192	ENSG00000164949	GEM	protein_coding	GTP binding protein overexpressed in skeletal muscle 
2623	ENSG00000170166.6	HOXD4	HOXD4-201	2	176151550	176153226	+	1	1.54456633006766	0.000755005441779452	0.00822294205545223	7.98071838386671	0	2.17013180648192	ENSG00000170166	HOXD4	protein_coding	homeobox D4 
2628	ENSG00000167083.7	GNGT2	GNGT2-203	17	 49206237	 49210574	-	1	4.96375019047932	0.000757490047140421	0.00823261574942709	-1.27776914965588	18.0913004519913	8.01861321958885	ENSG00000167083	GNGT2	protein_coding	G protein subunit gamma transducin 2 
2642	ENSG00000262319.1			17	 19141017	 19143689	-	1	4.55433130155649	0.000765635003874742	0.00829491536760934	-1.84732933614309	4.53373271856853	1.30313776505401	ENSG00000262319		lncRNA	novel transcript, antisense to GRAPL
