seqnames	start	end	width	strand	V4	V5	V6	V7	V8	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME	PeakID	log2FoldChange	padj	countsa	countsb
chr10	79946258	79947433	1176	*	peak_4652	1.35859166914255	6.45206256242896e-13	804	194	Promoter (1-2kb)	10	79937467	79944946	7480	2	6441	ENST00000679234.1	-1312	ENSG00000133661	SFTPD	surfactant protein D	NA	NA	NA	NA	NA
chr1	29890180	29891015	836	*	peak_1102	1.36306239078686	6.45504626579709e-13	486	134	Distal Intergenic	1	30013952	30037612	23661	2	101929406	ENST00000445180.2	146597	ENSG00000233399	LINC01648	long intergenic non-protein coding RNA 1648	NA	NA	NA	NA	NA
chr16	51982810	51983681	872	*	peak_12546	-1.13517446892285	6.46632875149323e-13	478	782	Intron (ENST00000736031.1/105371259, intron 1 of 1)	16	51957291	51994598	37308	2	105371259	ENST00000736031.1	10917	NA	LOC105371259	uncharacterized LOC105371259	NA	NA	NA	NA	NA
chr10	48468933	48469924	992	*	peak_3925	1.08868253153255	6.48418119493474e-13	914	274	Intron (ENST00000374170.5/58504, intron 2 of 5)	10	48454157	48466696	12540	2	58504	ENST00000489984.1	-2237	ENSG00000128805	ARHGAP22	Rho GTPase activating protein 22	NA	NA	NA	NA	NA
chr19	38734332	38735316	985	*	peak_17373	1.06482919295299	6.48683150130248e-13	866	284	Promoter (<=1kb)	19	38730274	38735405	5132	2	147968	ENST00000597987.5	89	ENSG00000182472	CAPN12	calpain 12	NA	NA	NA	NA	NA
chr11	75301058	75302293	1236	*	peak_7007	1.2237615318431	6.54173580680642e-13	670	154	Promoter (1-2kb)	11	75278716	75303670	24955	2	408	ENST00000527385.1	1377	ENSG00000137486	ARRB1	arrestin beta 1	NA	NA	NA	NA	NA
chr16	67238941	67240089	1149	*	peak_12788	1.12294961009299	6.55564480777963e-13	620	174	Promoter (1-2kb)	16	67237683	67272190	34508	1	6553	ENST00000564704.5	1258	ENSG00000135740	SLC9A5	solute carrier family 9 member A5	NA	NA	NA	NA	NA
chr3	41349078	41349502	425	*	peak_25435	-1.28826894123419	6.57017632912102e-13	204	332	Intron (ENST00000301831.9/54986, intron 35 of 36)	3	41246599	41278151	31553	2	54986	ENST00000489118.1	-70927	ENSG00000168038	ULK4	unc-51 like kinase 4	NA	NA	NA	NA	NA
chr19	5072706	5074365	1660	*	peak_16680	1.06481572250954	6.60841416087e-13	738	230	Exon (ENST00000624683.1/ENST00000624683.1, exon 1 of 1)	19	5070618	5151924	81307	1	23030	ENST00000589104.5	2088	ENSG00000127663	KDM4B	lysine demethylase 4B	NA	NA	NA	NA	NA
chr3	52342235	52344218	1984	*	peak_25985	1.04140457381891	6.65840073082618e-13	1096	314	Intron (ENST00000486752.5/25981, intron 8 of 76)	3	52361219	52362476	1258	1	25981	ENST00000466628.1	-17001	ENSG00000114841	DNAH1	dynein axonemal heavy chain 1	NA	NA	NA	NA	NA
chr3	108022316	108022869	554	*	peak_26222	-1.22875226107816	6.68704348026784e-13	444	710	Distal Intergenic	3	108033831	108035892	2062	2	124906265	ENST00000849538.1	13023	NA	LOC124906265	uncharacterized LOC124906265	NA	NA	NA	NA	NA
chr1	160795752	160796336	585	*	peak_2722	-1.00384247152691	6.78154938669808e-13	430	550	Promoter (<=1kb)	1	160796074	160828483	32410	1	4063	ENST00000368037.10	0	ENSG00000122224	LY9	lymphocyte antigen 9	NA	NA	NA	NA	NA
chr18	58777547	58778164	618	*	peak_16426	-1.26683097410986	6.82894135348823e-13	200	288	Intron (ENST00000805370.1/105372146, intron 1 of 2)	18	58694672	58780220	85549	2	105372146	ENST00000805372.1	2056	ENSG00000267476	LOC105372146	uncharacterized LOC105372146	NA	NA	NA	NA	NA
chr16	3030548	3031882	1335	*	peak_11776	1.20487937718456	6.92444002233906e-13	798	216	Promoter (<=1kb)	16	3027682	3031974	4293	2	146439	ENST00000572240.5	92	ENSG00000162069	BICDL2	BICD family like cargo adaptor 2	NA	NA	NA	NA	NA
chr16	19005594	19006178	585	*	peak_12154	-1.12657774281041	6.96855211749667e-13	274	402	Intron (ENST00000569532.5/79905, intron 1 of 14)	16	18984287	19063942	79656	1	79905	ENST00000421369.3	21307	ENSG00000170537	TMC7	transmembrane channel like 7	NA	NA	NA	NA	NA
chr1	11323494	11324322	829	*	peak_405	1.5375368315835	6.97348243125259e-13	490	116	Intron (ENST00000719685.1/105376737, intron 1 of 2)	1	11311711	11320348	8638	2	105376737	ENST00000719686.1	-3146	NA	LOC105376737	uncharacterized LOC105376737	NA	NA	NA	NA	NA
chr17	64106420	64106714	295	*	peak_14971	-1.55692010031093	6.97348243125259e-13	138	302	Intron (ENST00000680433.1/2081, intron 1 of 19)	17	64093493	64130059	36567	2	2081	ENST00000680493.1	23345	ENSG00000178607	ERN1	endoplasmic reticulum to nucleus signaling 1	NA	NA	NA	NA	NA
chr2	240919096	240920729	1634	*	peak_20951	1.13627696105377	7.0155761752408e-13	764	242	Exon (ENST00000443866.2/728763, exon 3 of 32)	2	240932519	240933317	799	1	728763	ENST00000477311.1	-11790	ENSG00000226321	CROCC2	ciliary rootlet coiled-coil, rootletin family member 2	NA	NA	NA	NA	NA
chr17	21389081	21390003	923	*	peak_13890	1.20776292130022	7.06058783824602e-13	612	180	Intron (ENST00000583088.6/3768, intron 1 of 2)	17	21376357	21419870	43514	1	3768	ENST00000583088.6	12724	ENSG00000184185	KCNJ12	potassium inwardly rectifying channel subfamily J member 12	NA	NA	NA	NA	NA
chr7	75898858	75899700	843	*	peak_31519	1.46116798516415	7.1045385492987e-13	494	110	Promoter (<=1kb)	7	75899200	75980393	81194	1	5447	ENST00000453773.5	0	ENSG00000127948	POR	cytochrome p450 oxidoreductase	NA	NA	NA	NA	NA
chr12	26864490	26864890	401	*	peak_7871	-1.15784314216119	7.11525581927901e-13	362	546	Distal Intergenic	12	26335352	26833194	497843	2	3709	ENST00000381340.8	-31296	ENSG00000123104	ITPR2	inositol 1,4,5-trisphosphate receptor type 2	NA	NA	NA	NA	NA
chr3	31423506	31424025	520	*	peak_25320	-1.02723073298636	7.32357400089938e-13	370	488	Distal Intergenic	3	31532638	31620274	87637	1	201595	ENST00000453168.5	-108613	ENSG00000163527	STT3B	STT3 oligosaccharyltransferase complex catalytic subunit B	NA	NA	NA	NA	NA
chr6	134816622	134817170	549	*	peak_30133	-1.30173720334053	7.41914862734042e-13	206	352	Intron (ENST00000836833.1/101928277, intron 1 of 2)	6	134711957	134904745	192789	2	101928277	ENST00000836833.1	87575	NA	LOC101928277	uncharacterized LOC101928277	NA	NA	NA	NA	NA
chr17	1294985	1296141	1157	*	peak_13487	1.19494736920357	7.4995630543355e-13	652	180	Exon (ENST00000333813.4/286753, exon 2 of 3)	17	1279662	1300978	21317	1	286753	ENST00000333813.4	15323	ENSG00000184811	TRARG1	trafficking regulator of GLUT4 (SLC2A4) 1 (gene/pseudogene)	NA	NA	NA	NA	NA
chr14	50911106	50911419	314	*	peak_9444	-1.37321958586321	7.51108044676486e-13	186	256	Promoter (<=1kb)	14	50908142	50911871	3730	2	5836	ENST00000532107.2	452	ENSG00000100504	PYGL	glycogen phosphorylase L	NA	NA	NA	NA	NA
chr2	28980891	28982721	1831	*	peak_18693	1.062287646692	7.55352986486823e-13	1310	408	Promoter (<=1kb)	2	28981298	29052230	70933	1	165186	ENST00000379558.5	0	ENSG00000189350	TOGARAM2	TOG array regulator of axonemal microtubules 2	NA	NA	NA	NA	NA
chr1	109309718	109310123	406	*	peak_2222	-1.23820456368099	7.60189873142048e-13	366	434	3' UTR	1	109292365	109307011	14647	2	343263	ENST00000357155.2	-2707	ENSG00000221986	MYBPHL	myosin binding protein H like	NA	NA	NA	NA	NA
chr20	25286221	25287192	972	*	peak_21398	1.34223309117712	7.60269317827159e-13	466	118	Intron (ENST00000216962.9/5834, intron 14 of 19)	20	25289848	25296468	6621	1	5834	ENST00000428458.1	-2656	ENSG00000100994	PYGB	glycogen phosphorylase B	NA	NA	NA	NA	NA
chr7	4028188	4028613	426	*	peak_30762	-1.35785084698011	7.66525548722175e-13	258	448	Intron (ENST00000404826.7/221935, intron 17 of 44)	7	3971466	3974758	3293	1	221935	ENST00000484011.1	56722	ENSG00000146555	SDK1	sidekick cell adhesion molecule 1	NA	NA	NA	NA	NA
chr10	103132928	103133260	333	*	peak_4999	-1.42276594969762	7.66738656201427e-13	136	250	Intron (ENST00000675164.1/22978, intron 4 of 19)	10	103099926	103140192	40267	2	22978	ENST00000487810.5	6932	ENSG00000076685	NT5C2	5'-nucleotidase, cytosolic II	NA	NA	NA	NA	NA
chr11	70912151	70912736	586	*	peak_6864	-1.16453049171457	7.68616559219002e-13	258	346	Intron (ENST00000601538.6/22941, intron 10 of 25)	11	70820364	70896567	76204	2	22941	ENST00000645599.1	-15584	ENSG00000162105	SHANK2	SH3 and multiple ankyrin repeat domains 2	NA	NA	NA	NA	NA
chr14	23141797	23142267	471	*	peak_9367	-1.34765331265648	7.72135256437734e-13	164	284	Intron (ENST00000339733.9/23428, intron 2 of 6)	14	23129598	23138211	8614	2	23428	ENST00000528186.1	-3586	ENSG00000092068	SLC7A8	solute carrier family 7 member 8	NA	NA	NA	NA	NA
chr3	13083778	13084889	1112	*	peak_25108	1.13754796292894	7.72135256437734e-13	794	240	Intron (ENST00000648114.1/9922, intron 2 of 15)	3	12897043	13073429	176387	2	9922	ENST00000613206.2	-10349	ENSG00000144711	IQSEC1	IQ motif and Sec7 domain ArfGEF 1	NA	NA	NA	NA	NA
chr18	46371007	46371549	543	*	peak_16363	-1.13561173001565	7.7581524958598e-13	264	348	Intron (ENST00000593230.5/494470, intron 1 of 4)	18	46388103	46389516	1414	2	105372095	ENST00000765905.1	17967	ENSG00000299730	LOC105372095	uncharacterized LOC105372095	NA	NA	NA	NA	NA
chr10	126739048	126739414	367	*	peak_5373	-1.4982642362023	7.8926740098682e-13	138	198	Intron (ENST00000657225.1/118611, intron 1 of 2)	10	126779702	126779774	73	2	124900294	ENST00000362451.1	40360	ENSG00000199321	LOC124900294	small nucleolar RNA SNORD60	NA	NA	NA	NA	NA
chr2	31204592	31204984	393	*	peak_18756	-1.15084199507836	7.89593087148792e-13	248	358	Intron (ENST00000403897.4/440854, intron 2 of 21)	2	31173056	31217515	44460	2	440854	ENST00000403897.4	12531	ENSG00000214711	CAPN14	calpain 14	NA	NA	NA	NA	NA
chr7	96326814	96327135	322	*	peak_31585	-1.61913877851871	7.92540353785814e-13	118	288	Distal Intergenic	7	96120221	96322147	201927	2	10165	ENST00000416240.6	-4667	ENSG00000004864	SLC25A13	solute carrier family 25 member 13	NA	NA	NA	NA	NA
chr4	77501866	77502164	299	*	peak_27715	-1.33791190728203	7.96177064256852e-13	216	306	Distal Intergenic	4	77394491	77494286	99796	2	105377295	ENST00000513871.1	-7580	NA	LOC105377295	uncharacterized LOC105377295	NA	NA	NA	NA	NA
chr17	44343479	44344647	1169	*	peak_14387	1.10364338948048	8.05540128074065e-13	750	202	Promoter (<=1kb)	17	44345246	44349894	4649	1	2896	ENST00000588170.5	-599	ENSG00000030582	GRN	granulin precursor	NA	NA	NA	NA	NA
chr6	44391491	44391876	386	*	peak_29981	-1.44450599085272	8.05888695035313e-13	172	338	Intron (ENST00000371477.4/988, intron 2 of 15)	6	44384562	44388100	3539	2	124901323	ENST00000737682.1	-3391	NA	LOC124901323	uncharacterized LOC124901323	NA	NA	NA	NA	NA
chr8	105069859	105070192	334	*	peak_32624	-1.23066363929206	8.12113554022518e-13	238	300	Intron (ENST00000518180.1/23414, intron 3 of 4)	8	105142860	105188606	45747	2	101927392	ENST00000518927.1	118414	ENSG00000254041	LINC03084	long intergenic non-protein coding RNA 3084	NA	NA	NA	NA	NA
chr1	201173168	201173612	445	*	peak_2947	-1.12069454463809	8.12628339835762e-13	426	526	Promoter (1-2kb)	1	201134772	201171574	36803	2	252839	ENST00000367333.6	-1594	ENSG00000116857	TMEM9	transmembrane protein 9	NA	NA	NA	NA	NA
chr2	34162099	34162561	463	*	peak_18776	-1.20901519835878	8.14705847274748e-13	346	578	Intron (ENST00000366209.6/104355287, intron 4 of 5)	2	34189813	34722833	533021	1	104355288	ENST00000650021.1	-27252	ENSG00000228262	LINC01320	long intergenic non-protein coding RNA 1320	NA	NA	NA	NA	NA
chr9	130315426	130316409	984	*	peak_34792	1.18754691474547	8.14705847274748e-13	620	192	Intron (ENST00000683500.2/256158, intron 15 of 97)	9	130307519	130338606	31088	1	256158	ENST00000611173.1	7907	ENSG00000148357	HMCN2	hemicentin 2	NA	NA	NA	NA	NA
chr8	114270584	114270955	372	*	peak_32647	-1.51682669702891	8.23356265118447e-13	162	348	Exon (ENST00000777001.1/ENST00000777001.1, exon 3 of 5)	8	114302731	114311337	8607	2	105375710	ENST00000776830.1	40382	NA	LOC105375710	uncharacterized LOC105375710	NA	NA	NA	NA	NA
chr12	127946	129494	1549	*	peak_7451	1.0407795448133	8.24941363983269e-13	1054	338	Intron (ENST00000538872.6/440073, intron 3 of 13)	12	106509	111964	5456	2	105369593	ENST00000540226.2	-15982	NA	IQSEC3-AS2	IQSEC3 antisense RNA 2	NA	NA	NA	NA	NA
chr3	101154490	101154909	420	*	peak_26204	-1.51196117637224	8.29625404909848e-13	160	372	Distal Intergenic	3	100749335	100993515	244181	2	25890	ENST00000284322.10	-160975	ENSG00000154175	ABI3BP	ABI family member 3 binding protein	NA	NA	NA	NA	NA
chr2	110782880	110783250	371	*	peak_19604	-1.29111825904427	8.30076414564725e-13	186	296	Intron (ENST00000676595.2/55289, intron 2 of 18)	2	110794069	110796181	2113	1	55289	ENST00000461340.1	-10819	ENSG00000153093	ACOXL	acyl-CoA oxidase like	NA	NA	NA	NA	NA
chr6	2269272	2269721	450	*	peak_29338	-1.30103136122322	8.38196488729059e-13	174	278	Exon (ENST00000774065.1/100508120, exon 4 of 4)	6	2248896	2413529	164634	1	100508120	ENST00000654970.1	20376	ENSG00000250903	GMDS-DT	GMDS divergent transcript	NA	NA	NA	NA	NA
chr20	23564357	23564670	314	*	peak_21305	-1.17380841629241	8.40426718104646e-13	240	348	Distal Intergenic	20	23564732	23568484	3753	2	128821	ENST00000376979.4	3814	ENSG00000101435	CST9L	cystatin 9 like	NA	NA	NA	NA	NA
chr10	97549889	97551023	1135	*	peak_4847	1.24214519939784	8.43767514175397e-13	620	162	Intron (ENST00000370664.4/80019, intron 1 of 2)	10	97572499	97583882	11384	1	26287	ENST00000298808.9	-21476	ENSG00000165887	ANKRD2	ankyrin repeat domain 2	NA	NA	NA	NA	NA
chr7	30550009	30550369	361	*	peak_30912	-1.29866735603232	8.5308414738594e-13	180	266	Promoter (<=1kb)	7	30497077	30550761	53685	2	79017	ENST00000598361.4	392	ENSG00000006625	GGCT	gamma-glutamylcyclotransferase	NA	NA	NA	NA	NA
chr1	165564503	165564939	437	*	peak_2756	-1.32799055060283	8.65161190088666e-13	194	302	Intron (ENST00000665666.1/400794, intron 2 of 4)	1	165476844	165581600	104757	2	400794	ENST00000755460.1	16661	ENSG00000237463	LRRC52-AS1	LRRC52 antisense RNA 1	NA	NA	NA	NA	NA
chr8	141493560	141494510	951	*	peak_33285	1.18839521809227	8.68135738614071e-13	870	268	Intron (ENST00000521053.5/389690, intron 3 of 27)	8	141494911	141496759	1849	2	389690	ENST00000521161.5	2249	ENSG00000226807	MROH5	maestro heat like repeat family member 5 (gene/pseudogene)	NA	NA	NA	NA	NA
chr11	96212440	96212827	388	*	peak_7156	-1.52883528513658	8.73109738894413e-13	136	262	Intron (ENST00000524717.6/84441, intron 1 of 4)	11	96341438	96341526	89	1	100422991	ENST00000582890.3	-128611	ENSG00000266192	MIR1260B	microRNA 1260b	NA	NA	NA	NA	NA
chr1	55042762	55043266	505	*	peak_2055	-1.36096909853622	8.75882630485006e-13	208	440	Promoter (<=1kb)	1	55043966	55047332	3367	1	255738	ENST00000673662.1	-700	ENSG00000169174	PCSK9	proprotein convertase subtilisin/kexin type 9	NA	NA	NA	NA	NA
chr4	58948837	58949079	243	*	peak_27683	-1.46701201506901	8.7712984547829e-13	142	256	Intron (ENST00000513551.1/105377672, intron 2 of 4)	4	58860511	58977097	116587	2	105377246	ENST00000503232.1	28018	NA	LOC105377246	uncharacterized LOC105377246	NA	NA	NA	NA	NA
chr2	201854227	201854840	614	*	peak_20310	-1.01023732146509	8.7822785345874e-13	494	666	Promoter (<=1kb)	2	201854760	201893360	38601	1	65061	ENST00000460149.5	0	ENSG00000138395	CDK15	cyclin dependent kinase 15	NA	NA	NA	NA	NA
chr6	34544748	34545609	862	*	peak_29676	1.17515070853951	8.81941186256896e-13	608	170	Intron (ENST00000374037.8/25803, intron 1 of 5)	6	34537802	34556329	18528	2	25803	ENST00000374037.8	10720	ENSG00000124664	SPDEF	SAM pointed domain containing ETS transcription factor	NA	NA	NA	NA	NA
chr9	86485115	86485645	531	*	peak_34171	-1.12990735786664	8.82421767248262e-13	260	370	Intron (ENST00000739672.1/102724080, intron 2 of 2)	9	86435075	86435696	622	1	102724080	ENST00000739686.1	50040	NA	LOC102724080	uncharacterized LOC102724080	NA	NA	NA	NA	NA
chr2	33431703	33432154	452	*	peak_18772	-1.09365886498828	8.87684642951069e-13	460	736	Distal Intergenic	2	33436324	33566349	130026	1	25780	ENST00000402538.8	-4170	ENSG00000152689	RASGRP3	RAS guanyl releasing protein 3	NA	NA	NA	NA	NA
chr7	39688742	39689319	578	*	peak_31023	-1.01030293165391	8.88556643186567e-13	460	480	Intron (ENST00000468201.1/5898, intron 1 of 2)	7	39686687	39706308	19622	1	5898	ENST00000434466.1	2055	ENSG00000006451	RALA	RAS like proto-oncogene A	NA	NA	NA	NA	NA
chr7	33979786	33980305	520	*	peak_30983	-1.14299258048156	8.88628950086993e-13	284	398	Intron (ENST00000436222.6/168667, intron 5 of 5)	7	33977087	34154489	177403	1	168667	ENST00000648320.1	2699	ENSG00000164619	BMPER	BMP binding endothelial regulator	NA	NA	NA	NA	NA
chr1	238958416	238958866	451	*	peak_3454	-1.5222660213748	8.97610509421238e-13	188	442	Distal Intergenic	1	238842767	238848115	5349	1	105373222	ENST00000660627.1	115649	NA	LOC105373222	uncharacterized LOC105373222	NA	NA	NA	NA	NA
chr15	26554517	26554936	420	*	peak_10236	-1.37782635032499	9.04474621839475e-13	228	416	Intron (ENST00000311550.10/2562, intron 8 of 8)	15	26548059	26550114	2056	2	2562	ENST00000637293.1	-4403	ENSG00000166206	GABRB3	gamma-aminobutyric acid type A receptor subunit beta3	NA	NA	NA	NA	NA
chr1	175690242	175690685	444	*	peak_2810	-1.02605286969551	9.10008857353219e-13	346	420	Intron (ENST00000367674.7/7143, intron 1 of 22)	1	175315194	175743595	428402	2	7143	ENST00000367674.7	52910	ENSG00000116147	TNR	tenascin R	NA	NA	NA	NA	NA
chr15	27848614	27849382	769	*	peak_10260	-1.09730914186865	9.20665015704267e-13	352	490	Intron (ENST00000353809.9/4948, intron 21 of 22)	15	28018412	28099293	80882	2	4948	ENST00000431101.1	249911	ENSG00000104044	OCA2	OCA2 melanosomal transmembrane protein	NA	NA	NA	NA	NA
chr3	127410200	127411694	1495	*	peak_26518	1.29249739520249	9.20665015704267e-13	774	210	Intron (ENST00000753883.1/105374094, intron 1 of 3)	3	127384654	127422988	38335	2	105374094	ENST00000753884.1	11294	NA	LOC105374094	uncharacterized LOC105374094	NA	NA	NA	NA	NA
chr3	14701321	14701898	578	*	peak_25256	-1.12306230555904	9.26863406497121e-13	330	438	Intron (ENST00000435614.5/84077, intron 5 of 16)	3	14704355	14722239	17885	1	84077	ENST00000495387.1	-2457	ENSG00000131379	C3orf20	chromosome 3 open reading frame 20	NA	NA	NA	NA	NA
chr7	51012518	51013366	849	*	peak_31261	1.42315329165988	9.35873023376707e-13	502	124	Intron (ENST00000420449.1/ENST00000420449.1, intron 1 of 3)	7	51017280	51035955	18676	2	23242	ENST00000462395.1	22589	ENSG00000106078	COBL	cordon-bleu WH2 repeat protein	NA	NA	NA	NA	NA
chr17	59242596	59243004	409	*	peak_14870	-1.19746728796821	9.43549811578449e-13	298	510	Intron (ENST00000578026.5/284161, intron 2 of 8)	17	59220682	59249228	28547	1	284161	ENST00000583543.1	21914	ENSG00000153982	GDPD1	glycerophosphodiester phosphodiesterase domain containing 1	NA	NA	NA	NA	NA
chr22	20190697	20191692	996	*	peak_23178	1.06668073508339	9.48423825821949e-13	880	272	Distal Intergenic	22	20198729	20205679	6951	2	284865	ENST00000506039.2	13987	ENSG00000249923	LINC02891	long intergenic non-protein coding RNA 2891	NA	NA	NA	NA	NA
chr11	34549102	34549635	534	*	peak_6014	-1.08490470561742	9.4864233314583e-13	338	418	Intron (ENST00000527984.1/ENST00000527984.1, intron 1 of 2)	11	34570876	34573982	3107	1	105376623	ENST00000527135.1	-21241	NA	LINC02707	long intergenic non-protein coding RNA 2707	NA	NA	NA	NA	NA
chr20	33329675	33330713	1039	*	peak_21575	1.46511663761327	9.59378692537473e-13	786	178	Exon (ENST00000457066.1/ENST00000457066.1, exon 10 of 10)	20	33298713	33307966	9254	1	92747	ENST00000464032.1	30962	ENSG00000125999	BPIFB1	BPI fold containing family B member 1	NA	NA	NA	NA	NA
chr3	13506642	13508291	1650	*	peak_25161	1.00848362378064	9.59378692537473e-13	1062	350	Intron (ENST00000752927.1/ENST00000752927.1, intron 2 of 2)	3	13496826	13502948	6123	1	79885	ENST00000495099.2	9816	ENSG00000163517	HDAC11	histone deacetylase 11	NA	NA	NA	NA	NA
chr8	61500169	61500407	239	*	peak_32455	-1.66508173089413	9.73088896225834e-13	96	198	3' UTR	8	61517013	61526086	9074	2	444	ENST00000521909.1	25679	ENSG00000198363	ASPH	aspartate beta-hydroxylase	NA	NA	NA	NA	NA
chr12	52172011	52172696	686	*	peak_8084	1.35856600583956	9.87622335446582e-13	460	116	Exon (ENST00000313234.9/144501, exon 7 of 9)	12	52164215	52223870	59656	1	283404	ENST00000806698.1	7796	ENSG00000258279	LINC00592	long intergenic non-protein coding RNA 592	NA	NA	NA	NA	NA
chr12	103240195	103240599	405	*	peak_8311	-1.32846222874072	1.00017070188219e-12	176	244	Intron (ENST00000547347.5/374470, intron 10 of 10)	12	103262267	103267892	5626	2	374470	ENST00000547470.5	27293	ENSG00000179088	C12orf42	chromosome 12 open reading frame 42	NA	NA	NA	NA	NA
chr9	129082443	129084017	1575	*	peak_34758	1.16660133325892	1.00611999910746e-12	984	248	Promoter (<=1kb)	9	129084599	129085295	697	1	57171	ENST00000480255.2	-582	ENSG00000167130	DOLPP1	dolichyldiphosphatase 1	NA	NA	NA	NA	NA
chr14	50521097	50521757	661	*	peak_9442	-1.4752130840662	1.04264714601414e-12	198	456	Intron (ENST00000682126.1/11183, intron 2 of 32)	14	50464078	50532087	68010	2	11183	ENST00000554091.5	10330	ENSG00000012983	MAP4K5	mitogen-activated protein kinase kinase kinase kinase 5	NA	NA	NA	NA	NA
chr22	32130252	32130901	650	*	peak_23860	-1.24207933151881	1.05778991248386e-12	278	444	Exon (ENST00000423412.1/ENST00000423412.1, exon 2 of 2)	22	32121977	32133469	11493	1	23782	ENST00000432373.1	8275	ENSG00000290475	AP1B1P1	AP1B1 pseudogene 1	NA	NA	NA	NA	NA
