# Program:featureCounts v2.1.1; Command:"featureCounts" "-T" "8" "-p" "-B" "-C" "-F" "SAF" "-a" "purple.AM.union.saf" "-o" "counts_featureCounts.txt" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_1/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_2/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_3/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_1/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_2/human.30_120.bam" "/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_3/human.30_120.bam" 
Geneid	Chr	Start	End	Strand	Length	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_1/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_2/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_A_Untreated_FLAG_3/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_1/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_2/human.30_120.bam	/hpcdata/Mimir/adrian/research/004_keilir/results/nov25/bam/MITF_M_Untreated_FLAG_3/human.30_120.bam
peak_5927	chr17	50176717	50178981	.	2265	2102	4046	3982	1796	2422	1814
peak_5928	chr17	50294893	50295317	.	425	292	432	376	428	502	394
peak_5929	chr17	50348712	50349449	.	738	762	1746	1992	1092	1386	894
peak_5930	chr17	50424776	50426436	.	1661	1100	2196	2126	1148	1366	930
peak_5931	chr17	50426763	50427768	.	1006	940	1266	1518	964	1122	732
peak_5932	chr17	50477978	50480639	.	2662	2018	4468	4140	2236	2730	1878
peak_5933	chr17	50497700	50498372	.	673	612	1086	1180	642	908	558
peak_5934	chr17	50502750	50504595	.	1846	1588	2682	2690	1232	1354	1018
peak_5935	chr17	50524191	50524891	.	701	572	858	1054	772	1192	734
peak_5936	chr17	50525388	50525996	.	609	450	744	710	554	630	482
peak_5937	chr17	50531491	50532026	.	536	398	824	770	702	766	612
peak_5938	chr17	50545953	50546839	.	887	776	1396	1332	972	1182	684
peak_5939	chr17	50546896	50552271	.	5376	3406	6824	7232	3004	3574	2566
peak_5940	chr17	50553203	50556265	.	3063	2076	3350	3256	1750	1880	1240
peak_5941	chr17	50564930	50565360	.	431	274	818	796	440	680	480
peak_5942	chr17	50575441	50579932	.	4492	3150	5744	5558	3242	3754	2514
peak_5943	chr17	50600525	50601330	.	806	548	1164	1214	642	886	586
peak_5944	chr17	50603258	50603814	.	557	460	1006	996	668	792	646
peak_5945	chr17	50611448	50612768	.	1321	1274	2184	2246	1180	1520	980
peak_5946	chr17	50619515	50621224	.	1710	958	1614	1848	652	672	514
peak_5947	chr17	50638146	50639722	.	1577	1326	2384	2568	950	1176	804
peak_5948	chr17	50678981	50679262	.	282	194	252	344	368	408	290
peak_5949	chr17	50686315	50687075	.	761	736	1298	1382	916	1152	692
peak_5950	chr17	50798047	50799426	.	1380	1090	1752	1888	848	760	622
peak_5951	chr17	50800675	50803036	.	2362	1220	1802	1972	754	762	576
peak_5952	chr17	50816749	50818288	.	1540	862	1316	1500	968	1160	856
peak_5953	chr17	50818912	50819364	.	453	346	570	572	686	730	606
peak_5954	chr17	50836746	50838235	.	1490	1206	2154	2304	980	1262	746
peak_5955	chr17	50840954	50843707	.	2754	1962	3542	3368	1828	1720	1206
peak_5956	chr17	50844981	50845947	.	967	786	1308	1340	610	720	666
peak_5957	chr17	50851528	50851885	.	358	240	488	520	432	596	406
peak_5958	chr17	50891624	50891987	.	364	292	380	336	376	412	276
peak_5959	chr17	50893247	50894007	.	761	1036	1940	1698	1288	1760	1140
peak_5960	chr17	50925365	50926401	.	1037	1144	1682	1896	1078	1386	1014
peak_5961	chr17	50946639	50947214	.	576	602	830	820	668	740	562
peak_5962	chr17	50949256	50951242	.	1987	1626	2538	2810	1430	1854	1246
peak_5963	chr17	51348081	51348549	.	469	226	296	300	484	552	340
peak_5964	chr17	51391919	51392662	.	744	822	1374	1426	1320	1734	1216
peak_5965	chr17	51519786	51520151	.	366	150	262	296	446	524	358
peak_5966	chr17	51611569	51612117	.	549	412	760	774	516	606	396
peak_5967	chr17	51651526	51652174	.	649	468	706	782	1126	1448	1058
peak_5968	chr17	51687926	51688284	.	359	174	236	310	420	564	446
peak_5969	chr17	51789418	51790198	.	781	550	782	834	938	1014	752
peak_5970	chr17	52383464	52383797	.	334	248	302	436	412	468	302
peak_5971	chr17	52907748	52908126	.	379	170	226	252	348	402	276
peak_5972	chr17	52919974	52920257	.	284	140	176	180	298	344	288
peak_5973	chr17	54776856	54777490	.	635	186	294	288	594	694	482
peak_5974	chr17	54968067	54969389	.	1323	936	1796	1844	966	1274	732
peak_5975	chr17	55152323	55152733	.	411	100	216	290	350	416	314
peak_5976	chr17	55332738	55333262	.	525	484	612	672	736	934	696
peak_5977	chr17	55458427	55459342	.	916	516	862	884	740	810	534
peak_5978	chr17	55988510	55988954	.	445	256	380	408	598	650	472
peak_5979	chr17	56625684	56626586	.	903	286	390	378	628	548	336
peak_5980	chr17	56629862	56630402	.	541	382	524	664	540	612	464
peak_5981	chr17	56730691	56731435	.	745	274	354	406	606	642	474
peak_5982	chr17	56737575	56738122	.	548	368	620	662	344	420	308
peak_5983	chr17	56786991	56787377	.	387	376	572	468	492	650	424
peak_5984	chr17	56884544	56885050	.	507	256	418	358	368	466	336
peak_5985	chr17	56902121	56903083	.	963	480	876	946	758	868	590
peak_5986	chr17	57066994	57067596	.	603	204	232	316	484	388	298
peak_5987	chr17	57211690	57212280	.	591	492	792	794	820	984	648
peak_5988	chr17	57293128	57293519	.	392	322	614	600	450	680	466
peak_5989	chr17	57295114	57295415	.	302	214	296	336	434	434	336
peak_5990	chr17	57331433	57331746	.	314	238	336	352	484	704	456
peak_5991	chr17	57422617	57423104	.	488	238	392	452	582	718	510
peak_5992	chr17	57424526	57425161	.	636	550	990	1120	974	1202	850
peak_5993	chr17	57442967	57444102	.	1136	838	1522	1502	1064	1502	892
peak_5994	chr17	57447307	57447883	.	577	354	568	558	572	542	442
peak_5995	chr17	57459188	57460108	.	921	1402	3028	2564	2550	3754	2522
peak_5996	chr17	57600396	57601704	.	1309	1112	1934	2126	1678	1844	1404
peak_5997	chr17	57619142	57620214	.	1073	1452	2294	2590	1626	2032	1574
peak_5998	chr17	57623172	57623451	.	280	250	372	588	418	504	366
peak_5999	chr17	57645576	57646676	.	1101	966	1600	1788	1448	1498	1018
peak_6000	chr17	57648461	57649336	.	876	670	1112	1200	356	330	272
peak_6001	chr17	57670866	57671098	.	233	198	358	450	366	368	288
peak_6002	chr17	57699220	57699576	.	357	252	404	406	430	434	324
peak_6003	chr17	57724645	57725254	.	610	720	998	1160	580	584	480
peak_6004	chr17	57729884	57730956	.	1073	880	1214	1226	1148	1284	892
peak_6005	chr17	57752134	57752449	.	316	334	546	698	496	602	446
peak_6006	chr17	57868795	57869354	.	560	442	696	786	512	732	514
peak_6007	chr17	57873700	57875691	.	1992	2034	4508	4404	2084	2498	1768
peak_6008	chr17	57876204	57876702	.	499	656	1108	1158	694	918	694
peak_6009	chr17	57890099	57891254	.	1156	1312	2668	2974	1572	2162	1480
peak_6010	chr17	57952355	57953168	.	814	1024	1264	1308	580	684	490
peak_6011	chr17	58021804	58022067	.	264	162	150	162	310	354	188
peak_6012	chr17	58040085	58040661	.	577	376	610	748	540	752	478
peak_6013	chr17	58044304	58044906	.	603	284	442	514	744	1000	624
peak_6014	chr17	58052407	58053334	.	928	774	1234	1344	1152	1456	864
peak_6015	chr17	58114003	58116902	.	2900	2326	4170	4068	1848	1992	1440
peak_6016	chr17	58167555	58167940	.	386	276	536	544	520	562	422
peak_6017	chr17	58170215	58170622	.	408	354	414	378	448	574	306
peak_6018	chr17	58184304	58186021	.	1718	1992	3252	3228	2170	2258	1668
peak_6019	chr17	58195069	58195898	.	830	984	1434	1654	1446	1568	1206
peak_6020	chr17	58204724	58205296	.	573	672	1100	1236	830	956	662
peak_6021	chr17	58302486	58303457	.	972	716	1008	1060	364	368	276
peak_6022	chr17	58303686	58306227	.	2542	1706	2742	2648	1580	1814	1212
peak_6023	chr17	58307450	58312764	.	5315	3418	6518	6658	1816	2030	1508
peak_6024	chr17	58317297	58318527	.	1231	982	1332	1396	618	630	506
peak_6025	chr17	58370654	58371896	.	1243	858	1404	1594	492	530	392
peak_6026	chr17	58526597	58528459	.	1863	1446	2132	2270	674	674	588
peak_6027	chr17	58537941	58539205	.	1265	1440	2286	2306	1620	2170	1636
peak_6028	chr17	58570387	58570600	.	214	254	216	222	368	348	280
peak_6029	chr17	58642049	58642479	.	431	144	132	148	322	378	212
peak_6030	chr17	58669233	58670032	.	800	732	1176	1170	732	880	656
peak_6031	chr17	59158712	59159218	.	507	244	566	580	560	682	468
peak_6032	chr17	59311092	59311874	.	783	970	1254	1178	1620	1734	1250
peak_6033	chr17	59333858	59334639	.	782	608	850	914	744	774	612
peak_6034	chr17	59506968	59507883	.	916	532	792	802	1054	1270	754
peak_6035	chr17	59892667	59893899	.	1233	1592	3524	3442	1948	2314	1640
peak_6036	chr17	60016447	60017024	.	578	200	492	530	220	236	176
peak_6037	chr17	60127615	60128312	.	698	622	1164	1146	918	1198	744
peak_6038	chr17	60390957	60392929	.	1973	2272	5724	5306	2398	3806	2366
peak_6039	chr17	61334844	61335665	.	822	790	1184	1402	368	432	302
peak_6040	chr17	61368288	61370160	.	1873	1570	2572	2834	1340	1562	1118
peak_6041	chr17	61393516	61394878	.	1363	1136	1936	2020	998	998	822
peak_6042	chr17	61426838	61427182	.	345	258	362	396	350	510	356
peak_6043	chr17	62171240	62171892	.	653	494	798	914	710	976	542
peak_6044	chr17	62587544	62587926	.	383	346	440	468	438	404	392
peak_6045	chr17	62618500	62619947	.	1448	1078	1568	1782	826	854	696
peak_6046	chr17	62628328	62628672	.	345	432	774	862	486	668	396
peak_6047	chr17	62628804	62630108	.	1305	954	1560	1818	730	832	562
peak_6048	chr17	62791805	62792509	.	705	668	1092	910	1062	1052	612
peak_6049	chr17	63405763	63406395	.	633	578	928	998	1096	1238	812
peak_6050	chr17	63433219	63434730	.	1512	930	1626	1642	896	1082	838
peak_6051	chr17	63434952	63437078	.	2127	1724	3316	3336	1740	2378	1642
peak_6052	chr17	63452137	63454839	.	2703	2278	3882	4014	2428	2962	2080
peak_6053	chr17	63478571	63480601	.	2031	1162	2014	2246	912	1026	746
peak_6054	chr17	63495903	63498251	.	2349	1380	2944	3248	976	1160	842
peak_6055	chr17	63511662	63512270	.	609	476	808	794	622	864	550
peak_6056	chr17	63529589	63532485	.	2897	1672	3182	3282	872	934	654
peak_6057	chr17	63538663	63540396	.	1734	1132	1714	1958	922	948	714
peak_6058	chr17	63688580	63688929	.	350	276	504	526	376	434	326
peak_6059	chr17	63773215	63774782	.	1568	1680	3844	3354	1752	2344	1598
peak_6060	chr17	63840598	63842124	.	1527	1208	2250	2310	1260	1288	890
peak_6061	chr17	63942434	63943202	.	769	468	720	790	706	884	628
peak_6062	chr17	63944359	63946382	.	2024	1256	2330	2474	1196	1624	1094
peak_6063	chr17	63956446	63957078	.	633	528	850	936	604	942	664
peak_6064	chr17	63959465	63960360	.	896	832	1578	1560	1024	1504	926
peak_6065	chr17	63967293	63968328	.	1036	548	742	766	660	820	584
peak_6066	chr17	63970748	63971239	.	492	296	602	580	460	550	392
peak_6067	chr17	63974166	63975012	.	847	742	1628	1524	1158	1532	1126
peak_6068	chr17	63989516	63990833	.	1318	1120	2392	2254	1690	2182	1426
peak_6069	chr17	64004882	64007160	.	2279	1742	2830	3266	1692	1920	1534
peak_6070	chr17	64056303	64057081	.	779	558	1016	930	470	566	356
peak_6071	chr17	64106419	64106714	.	296	104	138	140	314	302	202
peak_6072	chr17	64145634	64146897	.	1264	1608	3154	3022	2092	2762	1652
peak_6073	chr17	64174717	64175093	.	377	276	508	494	460	732	498
peak_6074	chr17	64206103	64206538	.	436	198	236	214	328	318	198
peak_6075	chr17	64278508	64279122	.	615	360	548	636	600	690	470
peak_6076	chr17	64285704	64286118	.	415	304	500	540	450	550	330
peak_6077	chr17	64319595	64320122	.	528	252	376	424	362	450	310
peak_6078	chr17	64320501	64321360	.	860	664	1030	1016	710	952	778
peak_6079	chr17	64354459	64354702	.	244	158	172	190	220	364	204
peak_6080	chr17	64357483	64358106	.	624	670	1190	1194	1160	1736	1124
peak_6081	chr17	64385247	64386221	.	975	642	1560	1402	868	1202	760
peak_6082	chr17	64402617	64403080	.	464	164	216	228	346	358	268
peak_6083	chr17	64410778	64411456	.	679	626	846	768	566	580	362
peak_6084	chr17	64411756	64412392	.	637	528	818	728	502	624	412
peak_6085	chr17	64442729	64443390	.	662	342	744	710	582	822	472
peak_6086	chr17	64458488	64459912	.	1425	746	1266	1280	704	848	526
peak_6087	chr17	64790663	64791288	.	626	204	360	398	130	156	146
peak_6088	chr17	64792834	64793297	.	464	224	488	432	232	292	188
peak_6089	chr17	64808574	64809074	.	501	276	468	464	284	332	232
peak_6090	chr17	64980302	64980857	.	556	252	420	518	532	652	514
peak_6091	chr17	64992375	64992818	.	444	412	808	634	570	1058	600
peak_6092	chr17	65022963	65023457	.	495	204	260	260	356	496	324
peak_6093	chr17	65055403	65056588	.	1186	986	1956	1850	1262	1612	1048
peak_6094	chr17	65064435	65065118	.	684	752	1144	1048	776	970	596
peak_6095	chr17	65099933	65100479	.	547	468	746	804	622	866	626
peak_6096	chr17	65116627	65117214	.	588	306	398	360	514	554	368
peak_6097	chr17	65132044	65132373	.	330	142	136	210	328	324	278
peak_6098	chr17	65173324	65173799	.	476	480	1034	896	696	818	588
peak_6099	chr17	65221847	65222565	.	719	482	746	670	830	968	710
peak_6100	chr17	65332899	65333467	.	569	240	290	332	544	532	400
peak_6101	chr17	65414111	65414712	.	602	318	408	410	570	612	366
peak_6102	chr17	65489669	65490153	.	485	246	376	434	422	546	310
peak_6103	chr17	65514106	65514472	.	367	222	320	340	352	410	300
peak_6104	chr17	65569343	65569860	.	518	370	536	500	396	460	274
peak_6105	chr17	66206741	66207180	.	440	292	222	254	550	566	366
peak_6106	chr17	66312777	66313407	.	631	190	452	396	398	514	322
peak_6107	chr17	66463003	66463528	.	526	294	476	436	628	840	530
peak_6108	chr17	66661369	66662369	.	1001	628	1056	1082	944	1120	788
peak_6109	chr17	66713624	66714887	.	1264	702	1280	1204	976	1018	696
peak_6110	chr17	66725036	66725792	.	757	816	1160	1084	1142	1242	798
peak_6111	chr17	66727724	66728879	.	1156	778	1182	1286	728	918	660
peak_6112	chr17	66843519	66844685	.	1167	704	1028	1042	656	610	442
peak_6113	chr17	66898031	66898940	.	910	826	1252	1198	1114	1402	1020
peak_6114	chr17	66899078	66899827	.	750	638	1004	904	840	1048	666
peak_6115	chr17	66915081	66915985	.	905	564	840	874	734	894	626
peak_6116	chr17	66920888	66921383	.	496	272	428	476	608	752	654
peak_6117	chr17	66933404	66933864	.	461	440	556	604	518	548	440
peak_6118	chr17	66934854	66935188	.	335	118	164	122	256	270	192
peak_6119	chr17	66952041	66952535	.	495	494	856	890	406	532	358
peak_6120	chr17	66952729	66953235	.	507	408	868	950	504	700	498
peak_6121	chr17	66970408	66971209	.	802	764	1350	1280	1030	1228	812
peak_6122	chr17	66971268	66971546	.	279	248	530	506	314	330	222
peak_6123	chr17	66975664	66976363	.	700	620	982	1156	556	678	428
peak_6124	chr17	66987819	66988692	.	874	516	840	872	754	786	596
peak_6125	chr17	67012663	67013224	.	562	352	462	486	480	514	344
peak_6126	chr17	67023913	67026152	.	2240	1394	2576	2544	1078	1348	808
peak_6127	chr17	67026368	67027786	.	1419	1120	2056	1944	1171	1636	996
peak_6128	chr17	67039306	67040059	.	754	462	548	534	610	630	450
peak_6129	chr17	67293330	67294146	.	817	628	1210	1098	724	872	546
peak_6130	chr17	67549822	67550156	.	335	148	176	268	256	380	208
peak_6131	chr17	68029486	68030141	.	656	470	546	518	822	918	502
peak_6132	chr17	68253624	68254042	.	419	276	294	268	414	370	260
peak_6133	chr17	68302185	68302922	.	738	620	772	774	642	776	522
peak_6134	chr17	68312505	68312939	.	435	234	482	502	322	574	436
peak_6135	chr17	68318312	68318706	.	395	292	458	604	544	690	530
peak_6136	chr17	68378059	68378663	.	605	622	1462	1580	1078	1524	1018
peak_6137	chr17	68386553	68386964	.	412	276	608	550	296	604	378
peak_6138	chr17	68398621	68399382	.	762	690	1068	1078	734	892	676
peak_6139	chr17	68413913	68414259	.	347	168	336	258	228	274	148
peak_6140	chr17	68431560	68432069	.	510	478	680	664	632	836	516
peak_6141	chr17	68435935	68436973	.	1039	856	1544	1638	914	1286	958
peak_6142	chr17	68491849	68492313	.	465	356	614	602	460	816	526
peak_6143	chr17	69348416	69348933	.	518	420	592	558	646	884	566
peak_6144	chr17	69652612	69653083	.	472	232	288	290	584	702	440
peak_6145	chr17	69810453	69811008	.	556	218	320	326	486	574	430
peak_6146	chr17	69936233	69936736	.	504	198	258	258	382	488	294
peak_6147	chr17	69978254	69978593	.	340	170	278	258	364	506	344
peak_6148	chr17	70905813	70906101	.	289	248	392	406	432	532	424
peak_6149	chr17	71161130	71161993	.	864	574	542	556	898	936	530
peak_6150	chr17	71424031	71424435	.	405	366	672	496	408	736	394
peak_6151	chr17	71438487	71439179	.	693	588	972	952	1010	1148	806
peak_6152	chr17	71543237	71543648	.	412	126	186	212	338	460	310
peak_6153	chr17	71773820	71774248	.	429	152	228	280	424	616	360
peak_6154	chr17	71967784	71968090	.	307	152	212	206	330	326	206
peak_6155	chr17	72090698	72091147	.	450	206	288	286	440	584	416
peak_6156	chr17	72206375	72206771	.	397	266	412	520	374	486	370
peak_6157	chr17	72238648	72239809	.	1162	562	814	740	1058	1108	722
peak_6158	chr17	72264763	72265516	.	754	836	1060	998	1586	1976	1310
peak_6159	chr17	72361557	72362779	.	1223	1386	2302	2568	2288	2732	2098
peak_6160	chr17	72390733	72391453	.	721	360	588	438	624	842	436
peak_6161	chr17	72421172	72422224	.	1053	1640	2868	2746	1772	2308	1496
peak_6162	chr17	72462834	72463239	.	406	366	342	356	442	400	324
peak_6163	chr17	72516753	72517206	.	454	362	674	686	568	742	458
peak_6164	chr17	72554378	72555288	.	911	1056	2092	2048	1550	1792	1288
peak_6165	chr17	72556717	72559277	.	2561	2712	3860	3732	2974	3222	2110
peak_6166	chr17	72571097	72572395	.	1299	1054	1684	1828	1004	1132	798
peak_6167	chr17	72572675	72573641	.	967	1032	1588	1838	1498	1750	1240
peak_6168	chr17	72602674	72603810	.	1137	1616	2656	2856	1742	1932	1332
peak_6169	chr17	72683714	72684911	.	1198	1248	1854	1710	1074	1176	804
peak_6170	chr17	72734541	72735142	.	602	258	376	400	596	614	462
peak_6171	chr17	72750695	72751173	.	479	300	334	376	478	516	384
peak_6172	chr17	72907395	72908209	.	815	702	984	1030	836	718	592
peak_6173	chr17	72950346	72950652	.	307	218	240	294	414	500	330
peak_6174	chr17	72955376	72956065	.	690	398	814	806	804	856	616
peak_6175	chr17	72976910	72977505	.	596	642	1300	1230	1000	1510	886
peak_6176	chr17	72992922	72993208	.	287	158	238	304	302	456	290
peak_6177	chr17	73136317	73136760	.	444	328	348	236	450	412	316
peak_6178	chr17	73142774	73143151	.	378	280	338	348	494	694	378
peak_6179	chr17	73291970	73292822	.	853	906	1772	1868	1196	1458	1020
peak_6180	chr17	73335583	73336127	.	545	396	702	656	564	702	496
peak_6181	chr17	73395375	73395888	.	514	610	1122	1102	722	862	636
peak_6182	chr17	73401189	73401566	.	378	312	454	498	322	320	224
peak_6183	chr17	73420936	73421445	.	510	498	826	932	634	608	412
peak_6184	chr17	73459897	73460403	.	507	280	270	278	510	576	454
peak_6185	chr17	73487206	73487955	.	750	734	1102	1102	814	834	546
peak_6186	chr17	73494636	73495759	.	1124	758	1314	1382	668	736	486
peak_6187	chr17	73497515	73498753	.	1239	728	1140	1084	420	420	296
peak_6188	chr17	73510437	73511288	.	852	648	1298	1172	772	1046	706
peak_6189	chr17	73521419	73523044	.	1626	978	1822	1690	980	1194	784
peak_6190	chr17	73587008	73587777	.	770	668	1220	1220	510	654	536
peak_6191	chr17	73603713	73604976	.	1264	956	1400	1538	828	1118	768
peak_6192	chr17	73628398	73629052	.	655	636	886	862	626	674	458
peak_6193	chr17	73704441	73704915	.	475	406	428	460	578	630	366
peak_6194	chr17	73717828	73720854	.	3027	2404	3670	4008	2516	2592	1776
peak_6195	chr17	73748760	73750441	.	1682	2112	2572	2306	2898	3106	2190
peak_6196	chr17	73784012	73784822	.	811	730	1132	1110	688	690	426
peak_6197	chr17	73796603	73797128	.	526	360	640	654	614	808	532
peak_6198	chr17	73840806	73842634	.	1829	1176	1920	1956	1394	1596	1132
peak_6199	chr17	73850303	73851039	.	737	576	1044	1012	688	722	498
peak_6200	chr17	73942634	73943623	.	990	716	838	820	1012	1056	724
peak_6201	chr17	73974009	73974675	.	667	640	1196	1200	660	596	436
peak_6202	chr17	74002069	74002713	.	645	428	872	994	752	962	652
peak_6203	chr17	74002961	74003435	.	475	210	332	364	404	480	306
peak_6204	chr17	74037364	74037791	.	428	442	870	768	686	764	514
peak_6205	chr17	74043388	74044055	.	668	470	714	632	518	426	284
peak_6206	chr17	74059896	74060713	.	818	540	746	740	678	940	488
peak_6207	chr17	74089471	74090284	.	814	842	1308	1278	948	904	664
peak_6208	chr17	74098015	74099439	.	1425	1296	1946	1890	1702	2170	1320
peak_6209	chr17	74115527	74116920	.	1394	1066	1496	1582	838	928	608
peak_6210	chr17	74118627	74118945	.	319	290	418	426	390	454	340
peak_6211	chr17	74128510	74128937	.	428	298	774	736	516	618	500
peak_6212	chr17	74152401	74153694	.	1294	750	1122	1220	556	542	418
peak_6213	chr17	74176774	74177595	.	822	840	1384	1598	1192	1581	1093
peak_6214	chr17	74188064	74188790	.	727	1048	1676	1658	990	1220	838
peak_6215	chr17	74192766	74196197	.	3432	3264	6258	6536	3484	3596	2498
peak_6216	chr17	74196402	74197379	.	978	938	1948	1854	1074	1310	872
peak_6217	chr17	74210684	74212049	.	1366	1104	1694	1682	692	678	536
peak_6218	chr17	74212994	74217810	.	4817	3662	7026	7492	3654	4780	3412
peak_6219	chr17	74237844	74238561	.	718	786	1212	1410	670	870	588
peak_6220	chr17	74243068	74250726	.	7659	6254	11440	12190	5478	6404	4632
peak_6221	chr17	74276398	74277080	.	683	460	788	776	662	686	530
peak_6222	chr17	74282693	74283023	.	331	350	578	482	732	904	528
peak_6223	chr17	74301208	74301654	.	447	458	766	938	546	794	488
peak_6224	chr17	74308942	74310339	.	1398	1062	1626	1772	722	806	532
peak_6225	chr17	74337094	74340515	.	3422	4112	7004	7004	4000	5092	3508
peak_6226	chr17	74340591	74346576	.	5986	4202	8082	8780	2866	3610	2504
peak_6227	chr17	74367124	74368116	.	993	748	1320	1236	398	316	364
peak_6228	chr17	74414518	74415158	.	641	532	814	860	628	788	574
peak_6229	chr17	74415727	74416284	.	558	296	412	370	434	612	422
peak_6230	chr17	74430204	74432656	.	2453	1572	3490	3836	1630	2122	1534
peak_6231	chr17	74433423	74434077	.	655	502	878	976	314	368	254
peak_6232	chr17	74462638	74463952	.	1315	1212	2650	2726	1596	1984	1404
peak_6233	chr17	74479889	74480731	.	843	1152	2106	2288	1554	1966	1358
peak_6234	chr17	74480876	74482682	.	1807	1536	2666	2612	1470	1704	1226
peak_6235	chr17	74482767	74483276	.	510	476	828	976	534	676	568
peak_6236	chr17	74494572	74495131	.	560	606	806	828	656	780	616
peak_6237	chr17	74495465	74495802	.	338	268	342	328	314	398	212
peak_6238	chr17	74512592	74513022	.	431	274	450	556	628	658	500
peak_6239	chr17	74538921	74540236	.	1316	1372	2964	2898	1820	2540	1722
peak_6240	chr17	74541186	74548151	.	6966	6166	11944	12332	6414	8016	5718
peak_6241	chr17	74549046	74551366	.	2321	2552	4720	4928	3188	4062	2624
